code,AUDPS_Anc_21,AUDPS_Evo_21,Infectivity_Anc_21,Infectivity_Evo_21,SYM_Anc,SYM_Evo,Necrosis_Anc,Necrosis_Evo
9708,15.45833333,16.59375,1,1,5,5,1,1
9709,13.07291667,9.177083333,0.875,0.625,4,4,0,0
9710,11.08333333,13.20833333,1,1,1,2,0,0
9711,14.83333333,14.95833333,1,1,1,4,0,0
9712,13.95833333,13.83333333,1,1,2,2,0,0
9713,10.5625,9.427083333,0.75,0.625,4,4,0,0
9714,15.20833333,15.45833333,1,1,3,3,0,0
9716,9.0625,7.677083333,0.75,0.625,3,3,0,0
9717,9.5625,10.83333333,0.75,1,2,3,0,0
9718,11.44791667,11.45833333,0.875,1,4,4,0,0
9719,4.40625,15.08333333,0.375,1,2,3,0,0
9720,7.8125,6.291666667,0.75,0.5,1,3,0,0
9721,3.270833333,10.08333333,0.25,1,1,4,0,0
9722,13.58333333,12.07291667,1,0.875,3,4,0,0
9723,12.95833333,13.58333333,1,1,2,3,0,0
9725,0.520833333,4.0625,0.25,0.75,1,2,0,0
9726,13.58333333,11.95833333,1,1,3,3,0,0
9728,11.69791667,15.83333333,0.875,1,2,3,0,0
9730,14.45833333,15.58333333,1,1,4,4,0,0
9731,11.07291667,9.1875,0.875,0.75,2,3,0,0
9732,4.90625,7.677083333,0.375,0.625,5,5,1,1
9733,3.78125,9.5625,0.375,0.75,2,3,0,0
9735,8.0625,8.947916667,0.75,0.875,2,3,0,0
9736,6.572916667,5.041666667,0.875,0.5,1,2,0,0
9737,3.666666667,8.4375,0.5,0.75,2,2,0,0
9738,12.07291667,14.45833333,0.875,1,2,2,0,0
9741,10.9375,15.33333333,0.75,1,3,3,0,0
9743,6.541666667,14.95833333,0.5,1,2,3,0,0
9744,9.427083333,14.08333333,0.625,0.875,2,3,0,0
9745,3.53125,8.177083333,0.375,0.625,1,3,0,0
9747,6.291666667,12.0625,0.5,0.75,5,5,1,1
9748,4.03125,13.70833333,0.375,1,1,2,0,0
9749,5.416666667,2.770833333,0.5,0.25,3,3,0,0
9754,0,3.145833333,0,0.25,0,2,0,0
9755,2.020833333,12.95833333,0.25,1,2,3,0,0
9756,9.197916667,1.385416667,0.875,0.125,3,3,0,0
9757,13.20833333,8.802083333,1,0.625,4,4,0,0
9758,10.57291667,11.32291667,0.875,0.875,4,4,0,0
9759,0.869047619,2.880952381,0.142857143,0.285714286,2,4,0,0
9761,3.395833333,8.3125,0.25,0.75,2,3,0,0
9762,4.666666667,5.552083333,0.5,0.625,1,2,0,0
9764,7.947916667,5.1875,0.875,0.75,1,1,0,0
9766,8.166666667,11.4375,0.5,0.75,4,4,0,0
9768,9.1875,8.052083333,0.625,0.625,3,3,0,0
9769,5.65625,11.3125,0.375,0.75,2,3,0,0
9770,9.427083333,10.6875,0.625,0.75,2,2,0,0
9771,8.4375,12.08333333,0.75,1,2,2,0,0
9772,11.32291667,14.46875,0.875,1,3,3,0,0
9774,14.84375,15.59375,1,1,2,2,0,0
9775,13.08333333,13.58333333,1,1,3,3,0,0
9776,13.94791667,15.08333333,0.875,1,4,4,0,0
9777,9.677083333,7.416666667,0.625,0.5,4,4,0,0
9778,4.03125,12.08333333,0.375,1,2,3,0,0
9779,11.0625,13.32291667,0.75,0.875,2,4,0,0
9780,13.33333333,14.33333333,1,1,4,3,0,0
9781,8.927083333,3.395833333,0.625,0.25,4,4,0,0
9782,11.57291667,14.08333333,0.875,1,3,3,0,0
9783,12.08333333,3.78125,1,0.375,3,2,0,0
9784,12.32291667,9.552083333,0.875,0.625,4,4,0,0
9785,7.041666667,10.58333333,0.5,1,3,3,0,0
9786,7.927083333,15.20833333,0.625,1,4,4,0,0
9787,9.8125,9.6875,0.75,0.75,2,3,0,0
9788,3.895833333,10.1875,0.25,0.75,4,4,0,0
9789,8.9375,10.70833333,0.75,1,4,3,0,0
9790,6.697916667,4.791666667,0.875,0.5,2,2,0,0
9791,14.70833333,14.20833333,1,1,3,3,0,0
9792,9.9375,13.58333333,0.75,1,3,3,0,0
9793,15.20833333,16.84375,1,1,4,4,0,0
9794,9.322916667,10.58333333,0.875,1,3,4,0,0
9795,12.57291667,14.83333333,0.875,1,4,3,0,0
9796,3.145833333,7.802083333,0.25,0.625,1,2,0,0
9797,7.177083333,13.58333333,0.625,1,3,3,0,0
9798,12.58333333,12.07291667,1,0.875,3,4,0,0
9799,10.69791667,2.520833333,0.875,0.25,2,3,0,0
9800,9.0625,8.552083333,0.75,0.625,3,3,0,0
9801,15.20833333,15.33333333,1,1,3,3,0,0
9802,9.4375,13.70833333,0.75,1,3,3,0,0
9803,13.20833333,14.95833333,1,1,1,1,0,0
9804,14.95833333,14.32291667,1,0.875,2,1,0,0
9805,12.58333333,9.8125,1,0.75,3,3,0,0
9806,13.83333333,14.08333333,1,1,3,2,0,0
9807,11.94791667,10.9375,0.875,0.75,3,3,0,0
9808,15.6547619,14.58333333,1,1,3,3,0,0
9809,14.08333333,11.3125,1,0.75,3,3,0,0
9810,3.416666667,17.76388889,0.2,1,4,4,0,0
9812,5.03125,14.25,0.375,1,2,2,0,0
9815,1.760416667,15.20833333,0.125,1,2,3,0,0
9816,6.927083333,8.055555556,0.625,0.666666667,4,4,0,0
9822,7.041666667,8.552083333,0.5,0.625,2,2,0,0
9823,3.520833333,13.57291667,0.25,0.875,1,3,0,0
9824,16.08333333,16.20833333,1,1,2,2,0,0
9825,5.03125,9.9375,0.375,0.75,2,2,0,0
9826,6.416666667,3.520833333,0.5,0.25,1,1,0,0
9827,11.19791667,12.95833333,0.875,1,2,3,0,0
9828,10.4375,12.32291667,0.75,0.875,2,4,0,0
9830,6.541666667,13.70833333,0.5,1,3,3,0,0
9831,8.802083333,6.916666667,0.625,0.5,4,4,0,0
9832,3.645833333,8.19047619,0.25,0.571428571,2,2,0,0
9833,5.03125,12.69791667,0.375,0.875,3,3,0,0
9834,4.40625,9.052083333,0.375,0.625,1,2,0,0
9835,3.520833333,5.40625,0.25,0.375,2,2,0,0
9836,12.69791667,7.416666667,0.875,0.5,2,3,0,0
9837,6.041666667,5.791666667,0.5,0.5,1,3,0,0
9839,11.08333333,13.58333333,1,1,2,2,0,0
9843,6.291666667,8.0625,0.5,0.75,2,2,0,0
9846,5.65625,8.041666667,0.375,0.5,2,2,0,0
9849,12.69791667,16.45833333,0.875,1,2,4,0,0
9850,9.6875,15.20833333,0.75,1,1,1,0,0
9851,10.4375,16.20833333,0.75,1,1,1,0,0
9852,8.802083333,16.33333333,0.625,1,1,1,0,0
9853,13.82291667,17.21875,0.875,1,1,1,0,0
9854,11.0625,15.58333333,0.75,1,1,2,0,0
9855,6.791666667,9.302083333,0.5,0.625,1,1,0,0
9856,5.541666667,8.302083333,0.5,0.625,1,1,0,0
9857,14.33333333,12.82291667,1,0.875,1,1,0,0
9858,10.8125,11.6875,0.75,0.75,2,2,0,0
9859,13.78571429,17.08333333,0.857142857,1,2,2,0,0
9860,14.83333333,9.677083333,1,0.625,2,2,0,0
9861,9.9375,12.82291667,0.75,0.875,1,1,0,0
9862,5.40625,6.15625,0.375,0.375,1,1,0,0
9864,12.69791667,8.802083333,0.875,0.625,2,1,0,0
